학과명,대계열
방송영상학과,인문
엔터테인먼트학과,인문
영상그래픽전공,인문
공연예술학부(영상전공),인문
방송영상기술전공,인문
영화학부 영상기술전공,인문
전통공연예술학과,인문
디지털영화제작과,인문
문화과학대학 영상문화학부,인문
영화영상공학과,인문
CT대학 영상미디어전공,인문
영화애니메이션전공,인문
공연영상미디어학부,인문
관광이벤트디자인학과,인문
창작공연학부,인문
예술문화학과,인문
공연기획.제작전공,인문
영상콘텐츠학과,인문
컴퓨터그래픽영상학부,인문
영상제작학과,인문
예술학전공(미술대학),인문
영화영상전공(영상미디어학부),인문
정보문화예술학부,인문
디지털회화전공,인문
디지털영상제작전공,인문
방송영상전공,인문
종합예술학과,인문
디지털아트학과,인문
디자인학부 디지털영상전공,인문
엔터테인먼트경영학부,인문
디지털영상학부,인문
영상콘텐츠디자인학과,인문
영상콘텐츠학부,인문
예체능계열,인문
인재개발원(예체능계열),인문
영상기술학과,인문
디지털아트전공,인문
방송영상과,인문
멀티미디어영상과,인문
영상이론과,인문
예술학부(언론영상전공),인문
공연영상미술학부,인문
공연·영상무대디자인전공,인문
영상학과,인문
미디어디자인학과,인문
종합예술전공,인문
아동문화예술,인문
아동문화예술전공,인문
미디어·디자인학과,인문
기독교문화예술학부 공연예술전공,인문
방송공연예술학과,인문
영상문학전공,인문
영상애니메이션디자인학과,인문
만화ㆍ게임영상콘텐츠학과,인문
영상기획,인문
다매체공연영상학과,인문
문화예술콘텐츠학과,인문
공연기획·제작전공,인문
미디어영상연기학과,인문
예술학과군,인문
사진영화학과,인문
연합전공 영상매체예술,인문
영상애니메이션학전공,인문
실용예술학과,인문
게임영상콘텐츠학과,인문
영화애니메이션학과,인문
미디어영상공연학과,인문
사진영상애니메이션학과,인문
기독교영상콘텐츠전공,인문
융합아트학과,인문
공연영상미술학과,인문
디지털영상학과,인문
한중아세안대학 예능계열,인문
다이나믹미디어학과,인문
방송영상전공 트랙,인문
특수영상전공,인문
문화예술학부 방송영상전공,인문
디자인·영상학부 영상·영화전공,인문
영상예술디자인학과,인문
미디어예술학과,인문
디지털아트학전공,인문
게임ㆍ영화학부,인문
게임ㆍ콘텐츠전공,인문
영화방송제작학과,인문
방송.영상.뉴미디어전공,인문
글로벌미디어영상학과,인문
디자인·영상학부 영상·애니메이션전공,인문
문화미디어학부,인문
미디어컨텐츠학과,인문
방송제작학과,인문
영화·애니메이션학과,인문
테크노미디어융합학부 영상콘텐츠전공,인문
문화영상학부,인문
방송사진예술학과,인문
유튜버학과,인문
예술학부 디지털콘텐츠전공,인문
영상콘텐츠제작학과,인문
영상디자인융합전공,인문
특수영상전공,인문
공연영상콘텐츠학과,인문
첨단미디어전공,인문
방송·영상콘텐츠학과,인문
미디어영상제작학과,인문
콘텐츠제작학부,인문
문화컨텐츠테크놀러지,인문
다이나믹미디어전공,인문
방송콘텐츠학과,인문
창의융합교육원(예체능),인문
글로벌예술학부(게임콘텐츠・애니메이션전공),인문
글로벌예술학부,인문
융합예술학부(영상애니메이션디자인학전공),인문
문화콘텐츠테크놀러지,인문
게임엔터테인먼트학과,인문
게임콘텐츠전공,인문
가상현실콘텐츠전공,인문
영상ㆍ애니메이션학부,인문
피어선칼리지(예체능계열),인문
영상영화학과,인문
문화예술학부(미디어영상학과),인문
문화예술학부(문화예술경영학과),인문
테크노미디어융합학부 미디어디자인・영상전공,인문
디지털컨텐츠전공,인문
스포츠미디어전공,인문
영상미술학과,인문
문화콘텐츠학부(시각문화큐레이터전공),인문
영화예술학과,인문
영화전공,인문
영화학과,인문
영화TV전공,인문
영화예술전공,인문
영화제작전공,인문
영화학부,인문
영화예술전공(이론ㆍ연출),인문
영화예술전공(연기),인문
영화학부 연기전공,인문
영화(Film&Video)전공,인문
영화방송학과,인문
영화제작학과,인문
영상예술학과(영상연출전공),인문
영상예술학과(연기전공),인문
영화・뮤지컬학부 영화전공,인문
영상연예학과,인문
영화과,인문
영화・뮤지컬학부 뮤지컬공연전공,인문
영화학전공,인문
영화·뮤지컬학부,인문
영화영상학부 연기전,인문
영화영상학부 영화영상전공,인문
영화,인문
촬영,인문
편집,인문
영화(연출),인문
영화(촬영),인문
영화(편집),인문
영화(시나리오),인문
공연영상창작학부(문예창작전공),인문
영상시나리오과,인문
특수영상전공,인문
드라마특수영상전공,인문
영화과(인문사회계열),인문
공연영상창작학부,인문
영화영상,인문
공연영화학부 영화전공,인문
미디어영화영상제작전공,인문
연출・제작전공,인문
연출전공,인문
음향제작과,인문
영상공연음악과,인문
섬유디자인공학전공,자연
디자인학부 섬유패션코디네이션전공,예체능
CT대학 서양의상전공,예체능
패션디자인・비즈니스전공,예체능
생활과학부 의류패션학전공,예체능
디지털패션디자인학과,인문
복식디자인전공,인문
생활과학(패션디자인전공)부,인문
의상디자인전공,인문
의상디자인학과,인문
의상디자인학전공,인문
"패션디자인,비지니스학전공",인문
패션디자인과,인문
패션디자인산업학전공,인문
패션디자인전공,인문
패션디자인정보학과,인문
패션디자인정보학전공,인문
패션디자인주거환경디자인학과군,인문
패션디자인학과,인문
패션디자인학부,인문
패션디자인학전공,인문
패션ㆍ뷰티디자인학부,인문
패션텍스타일디자인전공,인문
토탈패션디자인전공,인문
섬유ㆍ패션디자인전공,인문
공연의상학과,인문
패션스타일리스트학과,인문
패션뷰티디자인학과,인문
의류디자인학전공,인문
전통패션문화전공,인문
패션뷰티전공,인문
한국복식그래픽학전공,인문
패션디자인비즈니스학과,인문
패션디자인산업학과,인문
디자인학부(패션디자인),인문
생활과학부 패션디자인전공,인문
패션디자인·비지니스학전공,인문
디자인학부(섬유・패션디자인),인문
패션디자인산업전공,인문
패션소재디자인전공,인문
한국복식과학학과,인문
토탈패션디자인학과,인문
예체능대학 패션디자인학과,인문
CT대학 패션디자인학부,인문
패션디자인・비즈니스학과,인문
패션이벤트학과,인문
텍스타일아트,인문
사회문화대학 패션디자인학과,인문
디자인학부 패션디자인전공,인문
패션디자인전공(예술대학),인문
디지털패션전공,인문
패션디자인·비지니스전공,인문
"섬유패션디자인학부(섬유공학전공, 패션디자인전공)",인문
섬유패션코디네이션과,인문
패션디자인전공(신),인문
섬유패션디자인학부 패션디자인전공,인문
의류디자인학과,인문
패션디자인및브랜딩학과,인문
섬유패션코디네이션학과,인문
디자인학부(패션디자인전공),인문
디지털패션학과,인문
섬유・패션코디네이션학과,인문
패션경영학과,인문
건축・디자인・패션대학 패션디자인학과,인문
뷰티・패션디자인학과,인문
주얼리ㆍ패션디자인학과,인문
무대패션전공,인문
미술·디자인학부(패션디자인),인문
패션디자인과(예체능),인문
뷰티패션디자인학과,인문
텍스타일디자인과,인문
K-패션디자인전공,인문
패션・주얼리학부,인문
글로벌패션산업학부,인문
패션디자인,인문
글로벌패션디자인연출전공,인문
패션뷰티디자인전공,인문
패션스타일링학과,인문
K-뷰티융합학부 패션디자인전공,인문
문화예술학부(패션학과),인문
뷰티패션디자인전공,인문
라이프스타일디자인학부(섬유・패션디자인전공),인문
공연예술패션학과,인문
디자인학부(패션전공),인문
디자인학부 패션산업디자인전공,인문
섬유디자인전공,인문
섬유패션디자인학과,인문
텍스타일디자인전공,인문
패션조형디자인학과,인문
패션ㆍ제품디자인전공,인문
패션쥬얼리디자인학과,인문
패션디자인・실내환경디자인학과군,인문
패션액세서리학과,인문
패션디자인섬유공학과,인문
패션・그래픽디자인학부,인문
패션・제품디자인과,인문
섬유패션디자인전공,인문
디자인학부(섬유디자인),인문
패션・시각디자인학부,인문
디자인학부(섬유디자인학),인문
패션디자인전공(섬유・패션학부),인문
섬유・패션디자인학과,인문
패션,인문
패션・문화디자인전공,인문
섬유미술ㆍ패션디자인과,인문
